Tanggal,Komentator,Komentar,jumlahlike
2023-07-08T12:05:17Z,@suciisyangardianhehee,DITAHUN 2020 SAYA MEMPUNYAI TEMAN DAN SAYA TINGGAL DI SANA TAPI SYA BERPISAH DENGAN TEMAN SAYA DAN SI TAHUN 2020 ADALAH HAL YG TAK BISA DI LUPAKAN TAPI TIDAK DENGAN VIRUS COVID😢❤,1
2023-07-08T12:05:57Z,@suciisyangardianhehee,Iya bro❤😢😢,0
2023-07-08T07:20:21Z,@astifatma6748,Ya allah rindu,0
2023-07-08T05:02:33Z,@hafsaaldzaki,gak kerasa libur panjang sudah berakhir....🙂 3 tahun sudah berlalu ini adalah momen yg tidak terlupakan bukan kangen virusnya tetapi kangen kenangan libur sekolah main game ...kumpul kumpul sama temen di rumah temen sambil main free fire 🙂 jadi kangen vibes 2020😭,7
2023-07-08T05:04:07Z,@hafsaaldzaki,libur 2 minggu jaadi 2 tahun,0
2023-07-14T11:39:39Z,@herlanamz2936,​@@hafsaaldzakisama gw juga kangen😢,0
2023-07-06T19:32:13Z,@Navydaa_,rindu suasana 2020 tapi gak rindu virusnya,7
2023-07-07T08:29:29Z,@rapzyyy67,Wkwk kangen libur 😢,2
2023-07-06T14:57:21Z,@ritchvol2531,Huee dah 3 tahun melalui masa2 susah dan penuh duka allhamdullilah masi di beri kesehatan,2
2023-07-06T14:10:08Z,@Lozxy974,Gk kerasa 3 tahun lalu,1
2023-07-05T23:30:26Z,@Xstar_zyy,Udah 2023 aja 😌,3
2023-07-05T18:33:15Z,@IwantFreeT10,Bye 2020 senang bisa bertemu😔,0
2023-07-04T10:49:46Z,@farhanrizki6845,Video sejarah ya ini,0
2023-07-04T08:27:34Z,@COVAN-GM,Gak terasa sudah 3 tahun,0
2023-07-03T23:58:07Z,@NotTrueBoys,ga kerasa dah 3 tahun 😭,1
2023-07-03T14:58:50Z,@wibusejati2799,KITA BERHASIL BERTAHAN,1
2023-07-03T14:19:47Z,@sadalipboy3903,"halo saya dari masa depan dari 2023, di tahun 2023 corona udah ga ada ya",0
2023-07-03T08:43:40Z,@rizkygz81,Wkwkw ga kerasa udah mau 4 thn aja corona,1
2023-07-03T03:52:51Z,@natannatan6799,Gak nyangka udh 3 tahun,0
2023-07-03T02:41:22Z,@HostileMob,Ga nyangka dah 3 tahun,0
2023-07-02T10:27:11Z,@Alv10798,2020 tahun banyak kenangan.,1
2023-06-30T04:37:29Z,@SadamBimasena,War is over.,0
2023-06-27T04:07:17Z,@bagusalfa8616,kita adalah saksi dari sejarah yang menghebohkan dunia ini,2
2023-06-27T02:18:03Z,@jamboreShitpost-op8qd,Gak nyangka udh 3 tahun yang lalu,2
2023-06-27T04:08:01Z,@bagusalfa8616,kangen vibesnya bukan virusnya🙂,1
2023-06-26T12:34:32Z,@Gammaskuy,"Kangen vibes nya, bukan virusnya😢",2
2023-06-26T03:43:06Z,@mirzaarfamuktiwardhana3816,KENANGAN I LOVE 2020,0
2023-06-26T03:20:50Z,@ftuberz,Banyak kenangannya,0
2023-06-25T12:39:00Z,@msofficial1053,Kenangan yang sudah berlalu :),2
2023-06-22T17:19:24Z,@BeatDutz_office,Kita bagian dari sejarah guys😢,0
2023-06-21T23:39:30Z,@sumosp5598,tgl 21 juni 2023 pemerintah mencabut satus pandemi jadi endemi,2
2023-06-21T11:20:30Z,@HeavensssV2,SEKARANG KITA RESMI MENAMATKAN COVID-19 AMDICK AMDICK!!!!,0
2024-04-14T13:04:11Z,@HeavensssV2,9bln yg lalu ya,0
2023-06-21T02:04:43Z,@Wonyoung548,3 tahun lalu berlalu 😔,0
2023-06-20T12:12:07Z,@LuxyfarizFariz,P,0
2023-06-20T12:11:50Z,@LuxyfarizFariz,Fariz,0
2023-06-18T13:45:27Z,@nrijaalm_,login bang,0
2023-06-18T10:22:38Z,@isnamaharanisafica,"kita adalah bagian dari sejarah 😢<br>kangen masa masa nya, tapi tidak dengan virusnya",183
2023-07-14T11:38:06Z,@herlanamz2936,Respect,1
2023-08-11T15:47:07Z,@keffinsaputra3607,​@@herlanamz2936😢😢😢😢,0
2023-08-29T05:08:42Z,@farhanyoviardiansyah2959,semoga kita berkesempatan untuk menceritakan sejarah singkat ini ke anak cucu kita nanti☺️🙏,3
2023-09-11T16:52:20Z,@kiebr8766,bener. kangen masa2 awal covid (bukan virusnya). Suasana sepi menyeluruh itu rasanya kya damai aja gitu tanpa ada hiruk pikuk suara kendaraan. Trus kuliah online.,2
2024-01-04T07:01:34Z,@chth2184,"​@@kiebr8766 YA SEPI KARNA ADA VIRUS KOCAK WKWK , LU MAU BALIK KE 2020 KALO GA ADA VIRUSNYA GA BAKAL KERASA VIBESNYA",2
2023-06-17T08:37:37Z,@enzoalrizky4697,Saya dari masa depan tepatnya 2023,0
2023-06-16T06:11:34Z,@Nz_VozardMiwaka,Udah 3 tahun aj.2 minggu berkedok 2 tahun,1
2023-06-16T00:12:21Z,@Xstar_zyy,Udah 3 tahun aja 😢,1
2023-06-14T06:11:58Z,@topekcenel250,:),0
2023-06-12T03:56:24Z,@sxsshibaawweu,Kangen vibes nya😢,1
2023-06-11T08:49:37Z,@FAHMIBARUSADAR,Hahahaa jadi kangen 2020,0
2023-06-10T04:55:12Z,@Yo-CiA,kalo ga ada korona gw gk punya hl,0
2023-06-11T03:51:30Z,@VizzAj,hl apaan,0
2023-06-05T08:26:18Z,@alyssaazlls,Kangen 2020..,3
2023-06-04T12:07:18Z,@sabril1717,Saya dri masa depan ternyata korona berakhir 2022/2023,0
2023-06-04T03:33:12Z,@aqildarmawan2959,Hai aku dari masa depan,0
2023-06-03T06:04:29Z,@RyanMaulana30,Kita bgian dari sejarah 😥😭,2
2023-06-02T07:11:54Z,@ardihaza7770,Saya positif covid akhir 2020 saya rawat inap di rumah sendiri nggak ada keluarga yg menmani alhamdulillah 1 bulan baru sembuh..sampai sekrng saya nggak ikut vaksin Alhamdulillah sehat saja..saudara saya ikut vaksin malah sering sakit..😂😂,1
2023-06-01T17:51:03Z,@ramaadam4072,Gue dari masa depan mengatakan corona sudah hilang,2
2023-05-31T14:00:44Z,@hanzohasashi8813,Ternyata ini 3thn yang lalu🥲😓,3
2023-05-31T10:50:24Z,@Sabara.13,Bye vibes covid 19🎉,2
2023-05-31T09:30:05Z,@Rulz_1510,Kita akan menceritakan ke pada anak dan cucu kita bagaimana kita berjuang melawan virus corona,2
2023-05-30T00:32:44Z,@YudhaNakMeleTup,kenangan yg tidak akan di lupakan...,3
2023-05-29T14:51:48Z,@The_Bavarian_FCB,Jadi sejarah yang tak terlupakan😢❤,2
2023-05-25T19:19:29Z,@Callllllm,3 tahun yang lalu haha,0
2023-05-23T04:35:13Z,@atifatif5533,Dikira libur 2 bulan ternyata 2 tahun gara korona,1
2023-05-23T03:31:27Z,@stenly....,JADI BAGIAN SEJARAH NIH😂,0
2023-05-22T13:41:31Z,@ReflyMaulana-j2r,Hii,0
2023-05-22T13:28:49Z,@prizxonzouu5782,Loginnnn,0
2023-05-22T04:21:27Z,@ziyadjamaluddin5113,Udah 3 tahun aja,0
2023-05-21T14:24:35Z,@revianfajri5971,Kangen 2020,0
2023-05-20T08:37:58Z,@alexchannelyt5671,Libur2 minggu = libur 2 tahun,2
2023-05-20T12:36:29Z,@Khumaedi_22,Di prank 3 tahun,0
2023-05-20T03:27:20Z,@Jaimersonn,Sudah 3 tahun berlalu,0
2023-05-19T18:33:09Z,@raihanmakarim7946,Jaman main ep&quot;,0
2023-06-04T14:17:19Z,@Boon-Me555,Bocill epep,0
2023-05-17T09:14:28Z,@putriapriliy6740,Kita Merupakan Bagian Dari Sejarah Dunia ❤,3
2023-05-17T05:27:39Z,@georgykonstantinovichzhuko302,Sedihh,0
2023-05-16T13:35:28Z,@fnocounter2,Sumpah kangen sama masa nya pas virus corona😩😩,0
2023-05-16T07:58:33Z,@MuhammadAidil-uj5xx,Udh 3 tahun ya ga kerasa,0
2023-05-15T16:09:59Z,@sipalingMTL,Alhamdulillah sudah berakhir,0
2023-05-15T15:42:59Z,@wanhsb3881,Akhirnya berlalu,0
2023-05-15T09:21:45Z,@bingungnyarinama209,"Awal masuk covid pas akhir kelas 5 SD,sekarang dah kelas 8 dan mau ke kelas 9 aja😇.<br>Waktu semakin berlalu,jadi kangen masa SD:)",2
2023-05-15T09:22:15Z,@bingungnyarinama209,Semoga gw dimasa depan baca komen ini,1
2023-05-15T08:58:59Z,@DeonAnggaraputra-gp6no,Gak terasa 3 THN lalu😭,0
2023-05-15T06:21:06Z,@Jamal-2.0,Hai kalian semua gimana rasanya kena prank libur 2 Minggu? Ga enak ya sama kok dan kita disini adalah bagian dari sejarah yang terungkap,0
2023-05-15T03:39:01Z,@xoxo_zzhar,Ga kerasa udah 3 tahun yaa....,0
2023-05-15T02:18:20Z,@ikbalhermawan6013,Kangen susana nya 😢😢,0
2023-05-15T00:45:19Z,@pembalappemudaberbadangela5788,Gak terasa yah bro udah 3 tahun,0
2023-05-14T09:58:27Z,@ZenZ_21,Gk kerasa ya udah 3 tahun:),1
2023-05-13T14:27:08Z,@Mutsumi-sp6zl,Gak kerasa ya udah 3 tahun aj😩,0
2023-05-13T08:30:57Z,@satriaakbarpramudja466,Halo corona 😊,1
2023-05-13T06:12:29Z,@Mywaifuis,Gak kerasa udah 3 tahun lalu:),0
2023-05-13T03:27:43Z,@reikysandro,Hallo Masa Depan,0
2023-05-12T17:06:28Z,@ademardiansyah6749,Dan sekarang Corona udah hilang,1
2023-05-12T15:28:20Z,@FALLPTR,Halo saya dari masa depan,0
2023-05-12T14:21:39Z,@RezkyAidil,ap coba,0
2023-05-12T09:32:14Z,@miotowmiotow5014,War is over,0
2023-05-12T03:35:46Z,@Selangkin-po9zb,Aku kembali,0
2023-05-08T22:30:49Z,@nabillgntng9933,FINISHH!!<br>Kita bagian dari sejarah(:,2
2023-05-08T06:39:09Z,@AH93official,Enddd🎉,0
2023-05-07T22:06:24Z,@turu550,Pandemi is end,1
2023-05-07T17:24:52Z,@akungacha7639,Sudah 3 tahun ternyata,0
2023-05-07T11:17:38Z,@troll-bi9zt,"Setelah 1221 hari, akhirnya berakhir",0
2023-05-07T09:56:25Z,@kakaaji-zk9js,Masa masa online banyak kenalan 😞,0
2023-05-07T08:08:25Z,@dankamubasahv430,"kangen 3 th yg lalu pas masih ada covid, enak beut libur",0
2023-05-07T04:57:44Z,@fighting4140,"Sumpah kemaren denger berita kalo virus covid 19 udah berakhir rasanya bangga banget,disini ada yang punya pikiran atau pengen banget kalau pandemi ini harus banget dijadiin film biar jadi kenangan suatu saat nanti ❤",16
2023-06-30T12:32:51Z,@nurinayahs2120,Akhirnya yaaa 😢😢😢 agak nostalgia ini,0
2023-09-11T16:55:25Z,@kiebr8766,Virusnya ga bakal hilang. Akan tetep ada. Cuman kitanya aja yg udah membangun imunitas yg kuat karna hampir semuanya udah vaksin. Kalo kena pun ga akan kya yg sebelumnya.,0
2023-05-06T20:55:25Z,@VN11235,"Akhir nya, kita sudah resmi keluar dari zona pandemi, walaupun kita banyak kehilangan teman, keluarga, terimakasih banyak kepada para tenaga medis, kepada pemerintah yang bekerja dengan sangat baik, serta masyarakat yang mengikuti aturan pemerintah dengan baik",32
2023-05-03T11:58:05Z,@HaByte386,dari 2023,0
2023-05-02T13:59:57Z,@D3KU_-,Sad😢,0
2023-04-30T12:38:47Z,@itsrika4723,2023 sendiri,0
2023-04-26T04:18:33Z,@1brooklynbaby_____,"finally guys, kita bisa melewati fase fase ini:&gt;",0
2023-04-26T02:50:49Z,@rizee-kn9ce,taun yg g akan pernah gw lupain,0
2023-04-25T02:58:21Z,@marvell2871,Pengen ke 2020 lagi 😢,0
2023-04-24T00:56:24Z,@altanreivataburhanudin2544,Tahun dimana aku masih happpppppyyyyyy bgttttt,0
2023-04-23T05:16:47Z,@ahmadfauzan1998_,tahun terbaik si,0
2023-04-23T03:17:40Z,@eagleroses8949,2023 masih nostalgia,0
2023-04-18T09:03:10Z,@justinehartanto7422,"trimakasi covid19, skolah ku meliburkan 2 minggu waktu itu, tanpa ku tau, sudah ku lewati 2 tahun bersamamu",1
2023-04-15T16:41:25Z,@rasya8396,Ya jaman dulu 😞,1
2023-04-15T06:36:10Z,@ganeshapratamawijaya6687,Waw udah 3 taun aja,0
2023-04-11T06:21:37Z,@rizkyje-er3338,Ingat kita cuma libur ampe 2 minggu aja ygy,0
2023-04-03T22:28:27Z,@yahahahbayu6303,2020 seru Vibes nya,0
2023-04-13T13:15:09Z,@nurwahyutri.9292,Kangen parah asli :) kalo di inget2 pengen nangis,0
2023-04-16T15:39:18Z,@Lttttds,"Yoi, pake masker, ada petugas semprot², Vaksin, Dll 😢",1
2023-04-03T13:23:52Z,@lanaex228,Anniversary ke-3 🗿<br>Alhamdulillah 2023 Indonesia sudah bersih dari virus covid,1
2023-06-06T14:06:46Z,@classterror3213,Alhamdulilah🗿,0
2023-04-01T01:43:37Z,@dhqnzii,Kembalikan vibesnya jangan virusnya,0
2023-04-02T01:45:42Z,@ximipa1_06_imadedwiwiranat3,contoh org nolep,0
2023-03-31T14:31:45Z,@gilangtryana9467,"And now we have passed it, Today March 31 2023 RSDC Wisma Atlet officially closed.<br>KITA MENANG!",0
2023-03-27T11:51:35Z,@DITZFZE,Gak kerasa udh 3th lalu,1
2023-03-25T21:05:00Z,@abi04279,Korona sudah hilang ga ada,0
2023-03-23T13:14:52Z,@Uchiyama-go54,eps 1,1
2023-03-20T23:37:29Z,@hmm-ry7ed,Semua ini berawal dari depok lagi depok lagi😂😂😂😂,2
2023-03-17T18:41:54Z,@gilangfebriano8199,Ultah ke 3 tahun,0
2023-03-17T10:37:17Z,@Gilang_Prt,Ternyata 2020 gak seburuk itu :)?,1
2023-03-15T09:06:53Z,@akunngepngep-nj5xq,vibes 2020 gada obat anjj,1
2023-03-15T04:54:04Z,@Starh4n,3 Tahun Yang Lalu....,0
2023-03-12T02:31:37Z,@RENNVILE,2023 INDONESIA BEBAS CORONA,1
2023-03-11T07:47:00Z,@fadildile116,2023 kurang kerjaan nonton beginian 😄,5
2023-03-13T01:07:20Z,@aizawaririka,Mungkin gara² kangen WFH/Sekolah onlen bg,0
2023-03-08T19:10:07Z,@ilhamwan,Rindu momentnya tapi tidak virusnya😥,20
2023-05-22T13:41:42Z,@ReflyMaulana-j2r,Woii,0
2023-03-08T15:29:27Z,@Fxxksagegwell,Udh 3 thn :v,0
2023-03-08T06:18:55Z,@ihinihin3424,Yang nonton tahun 2023 😁,0
2023-03-06T16:21:27Z,@puridwicahyo5091,KORONA ANJINGNYA,0
2023-03-05T12:43:28Z,@kakaaji-zk9js,Kangen masa masa ini😭,0
2023-06-04T18:01:14Z,@DikaYudhaanggara,sama,0
2023-03-05T05:53:07Z,@adityaisnanmaulana9292,Telat 3 tahun,0
2023-03-03T14:03:52Z,@Felix-qp6ys,Sudah 3 tahun yang berlalu,1
2023-03-03T12:45:59Z,@jamesruytjhaijadi1098,"saya dari masa depan 2023 , tahun ini sangat lebih baik walau pun ada yang hilang :)",0
2023-03-03T12:21:56Z,@karlosjefendi1822,detik2 libur 2 tahun,1
2023-03-03T12:09:04Z,@sabot8246,Sejarah yg tidak akan pernah di lupakan 😄😀,1
2023-03-03T11:38:25Z,@yusrayusra2946,G kerasa udh 3 th lalu,1
2023-03-03T10:31:28Z,@esann4793,Tepat kemarin kasus covid pertama di Indonesia,0
2023-03-03T06:26:38Z,@josuabobisaragih-bm4tt,Ini pas harinya ya :),0
2023-03-03T06:11:02Z,@hikmal_kf,dh 3 tahun aja,0
2023-03-02T21:16:34Z,@fadilandarunugroho7629,"On this day, 3 years ago",0
2023-03-02T21:15:07Z,@fadilrauf8239,"On this day, 3 years ago",0
2023-03-02T17:19:49Z,@prayogajolin2810,3 tahun,0
2023-03-02T16:04:57Z,@kadalutan,udh 3 taun aja😌,1
2023-03-02T16:00:44Z,@abcd12904,Tepat hari ini 3 tahun yang lalu😢,1
2023-03-02T15:15:44Z,@anaksamsu,"Gak kerasa aja ya,yg dulunya disuruh libur 2 Minggu malah jadi 2 tahun aja. Dan sekarang udah 3 tahun.",2
2023-03-02T14:36:06Z,@mrbinxxx123,login,1
2023-03-02T13:43:23Z,@mafr24,"njayyy pass bat, 3 taunn",2
2023-03-02T13:23:38Z,@renzzsr2928,3 taun yang lalu coy :&quot;,1
2023-03-02T12:32:22Z,@gataunamanyasiapa7893,"P, dh 2 taun njir",1
2023-03-02T23:05:19Z,@Dann498,3 tahun broo,0
2023-03-02T12:12:33Z,@santosomj,Happy anniversary 2 Tahun 😅,0
2023-03-02T12:12:59Z,@muhamadsupriadi2561,3 tahun,0
2023-03-02T12:30:47Z,@santosomj,@@muhamadsupriadi2561 eh iya ding 3 tahun 😅,0
2023-03-02T13:31:49Z,@eLgaza0,gakerasa🗿,0
2023-03-02T12:04:50Z,@arfaardiansyah4644,Udh 3th yg lalu,0
2023-03-02T10:56:41Z,@iyusbekasi4890,3 thn yg lalu,0
2023-03-01T23:58:42Z,@James78336,Gk kerasa udh 3 thn yg lalu,1
2023-03-01T08:39:47Z,@filbertchandra-ow7ik,Besok udah 3 Tahunn,0
2023-02-28T14:45:29Z,@ekarianandikarailfan,Aku dari 2023 .,0
2023-02-27T11:35:47Z,@rasyadbagussetyawan6004,Gak kerasa ya udah 2 tahun :),0
2023-02-26T14:50:56Z,@abcd12904,Kangen libur 2 minggu😢,0
2023-03-02T12:32:38Z,@gataunamanyasiapa7893,Tahun*,0
2023-02-25T05:08:23Z,@faridamrullah6675,"Selesai, terima kasihhh 🎉",0
2023-02-23T06:50:17Z,@aleksyevich,Depok goin hard brotha💀💀💀,0
2023-02-17T11:28:55Z,@zazaeelovee,Sejarah yg tidakk pernah terlupakan,47
2023-04-08T10:04:12Z,@jii5982,Ini bukan film ini nyata dari 2020 wkkw,0
2023-04-09T03:04:34Z,@zazaeelovee,@@jii5982 yg bilang flm siapa ege,0
2023-04-10T16:08:35Z,@jii5982,@@zazaeelovee iya kek film anjr,1
2023-02-15T14:05:44Z,@jurandirandi145,"Hallo semuanya saya dari masa depan mau beri tahu covid 19 sudah usai ,😁😁",1
2023-02-15T14:05:10Z,@jurandirandi145,"Hallo semuanya saya dari masa depan mau beri tahu covid 19 sudah usai ,😁😁",0
2023-02-15T07:39:56Z,@muhammadlim5112,haloo gw dari 2023 😁,0
2023-02-14T11:46:22Z,@KyuraZ19,Virus yg membuat banyak kenangan udah 3 tahun yg lalu aja bersyukur bisa selamat,2
2023-02-14T06:33:54Z,@farhanadzdzikra8034,Only in Depok💀,0
2023-02-12T02:32:01Z,@ragasetiawanreal,Sejarah manusia di tahun 2020,1
2023-02-09T08:56:18Z,@muel8299,AKU KEMBALIIII,1
2023-02-09T01:11:48Z,@vaniahikari5335,Akhirnya kita sudah melewati cofid 19 sudah 2 tahun yang lalu belajar daring bosen gak ada teman main epep sama among us waktu itu lagi nge trend nge trend nya,1
2023-02-07T03:40:58Z,@aidanfathah8290,LIBUR 2 MINGGU MENJADI 2 TAHUN,1
2023-02-06T13:58:56Z,@dedik09,&quot;Tetap Semangat Indonesia Ku&quot;<br>- Senin 6 Februari 2023-,1
2023-02-05T07:29:03Z,@matamataejen,"Njir dah mau 3 thn aja gua pertama kali nonton video ini shok parah, ga kebayang sekolah ampe libur 1,5thn",1
2023-02-09T20:53:01Z,@AndreeOfficialTV,wkww,0
2023-02-02T23:25:33Z,@suryaff5588,Yah cepet banget waktu,0
2023-02-02T14:23:39Z,@Farhan-ny6we,Ternyata 2020 itu udh 3tahun yg lalu:),1
2023-02-13T08:28:02Z,@duatigaanakgoblok2419,Y juga  dahlama ternyata :(,0
2023-02-01T16:05:14Z,@doanruli4681,Kenapa bisa tau virus Corona??? Apakah sebelum nya sudah pernah di teliti atau sudah di ciptakan virus Corona??,0
2023-01-31T11:40:32Z,@joesandy1682,sejarah dunia,1
2023-01-30T22:38:49Z,@zon373,Libur 2 minggu,0
2023-02-05T07:33:13Z,@matamataejen,Eh gataunya libur 2 thn,0
2023-01-28T17:08:39Z,@jonisantoso9133,"Ngapai ngurusin penyakit teruuss,,,sudah lah tobat ,,jangan berbohong,,,",0
2023-01-28T09:15:32Z,@ggsk6580,Korona atau kolormu higa higa icikiwir,0
2023-01-28T03:42:18Z,@lord7858,Hallo saya dari masa depan,0
2023-01-27T10:57:18Z,@intelmosadadmin1006,Flashback,0
2023-01-24T15:58:01Z,@Alteewzx,Kangen vibenya kangen rumah lama kangen temen rl dan virtual,1
2023-01-19T02:55:55Z,@Prasetyovich,"feeling good, lakasut (orang mainin rokok di gunung)",1
2023-01-19T02:55:31Z,@Prasetyovich,ah jadi kangen masa itu...,0
2023-01-18T11:28:11Z,@imfishh7866,MASA MASA yang tidak akan terulang kembali 🙃😔🥲,1
2023-01-18T08:11:54Z,@NiskiVon.Roosevelt,Sedang kembali ke 2020,1
2023-01-15T15:02:05Z,@apebila,Ganyangka bisa survive dr pandemi &amp; segala kesusahan ekonomi :) walaupun sodara2 byk yg direngut sm covid😔 Alfatihah❤❤,1
2023-01-07T03:41:16Z,@zozi05,sebelum vibes 2020 di mulai wkwk,0
2023-01-05T04:11:32Z,@Aji_234,"GK kerasa udh 2023, 2 tahun mampu kita lewati 🥺🥺",0
2023-01-04T05:16:30Z,@jomblohepy2717,Liburan 2 minggu aja kok,1
2023-01-02T07:43:40Z,@reauraa6787,Dlu pgn sekolah full<br>Skrng pgn daring lgi😥,3
2022-12-31T00:28:22Z,@muhammadalfin7567,Anjayy,0
2022-12-29T04:38:32Z,@kingdavid380,Halo...masih ada yg nonton ini tahun 2023?,2
2023-01-04T18:16:58Z,@muhammadrafiefaezaarrumi3240,me,0
2023-02-28T14:46:23Z,@ekarianandikarailfan,Aku,0
2022-12-28T11:33:02Z,@muhammadfiqry5698,Kangen vibes 2020:(,3
2022-12-28T10:06:56Z,@bocilreportmall2358,WARR IS OVER,0
2022-12-27T09:22:53Z,@sansss44,Gk terasa ya,0
2022-12-19T09:23:44Z,@fachryxd2099,Ancrit dah mau 3 tahun,0
2022-12-18T12:26:50Z,@omagaaaaaa,Anjrit ga kerasa besok udah 2023,0
2022-12-18T07:58:10Z,@kunyukbelis2770,Udah 2tahun aja,0
2022-12-15T12:04:03Z,@Bagasputraasmara,"Gak terasa udh 2 tahun yg lalu, dimana gw daring gak ngerjain epep, among us lagi tren nya, epep juga pas panas panasnya, ternyata di balik masa susah nya ada kenangan yang gabisa di ulangi",13
2023-01-21T12:00:56Z,@kubusmagma,Rill gw maen semuany,0
2022-12-13T23:44:53Z,@yusrilrzqn3249,Udah selesai Di sini.,0
2022-12-12T14:45:18Z,@Ketua_Kuli,"salam <a href=""UCkszU2WH9gy1mb0dV-11UJg/G8AfY6yWGuKuhL0PlbiA2AE""></a>2022",1
2022-12-11T05:13:24Z,@Roskivanov,buset 3 tahun,3
2022-12-10T02:33:40Z,@seraakkk,Wkwk.,0
2022-12-09T08:23:32Z,@yogayoga2464,login,0
2022-12-04T04:29:03Z,@iyan3916,Flashback sejarah,1
2022-12-03T06:21:55Z,@ropi2620,Hampir 2023,2
2022-11-28T07:33:04Z,@funnedity,Suatu pagi di tahun 2020;) <br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>NOSTALGIA,3
2023-02-16T07:43:09Z,@Iloveexploiting_12323,Iya nostalgia,0
2022-11-27T11:32:54Z,@avgeek6126,Udah hampir 3 tahun njir🥲,4
2022-11-24T20:46:47Z,@diataedit,Bersyukur sih semuanya akan berakhir tapi terkadang kangen juga vibesnya tidak dengan vibesnya 🙂👍,2
2022-11-24T04:48:05Z,@fahmi8931,Hai 2020 aq dari 2022😄,3
2023-01-02T07:12:35Z,@kenzie_sr3,Hai aku dari 2023,0
2024-05-23T16:22:22Z,@fahmi8931,​@@kenzie_sr3 hai aq dari 2024,0
2022-11-23T14:58:09Z,@marjezz_2862,"Maap baru bangun, kirain masih 2020",2
2022-11-22T14:02:59Z,@gosport4739,Ngk kerasa ya,2
2022-11-22T13:10:11Z,@ahay3221,:),0
2022-11-21T07:13:33Z,@alexandernikolai2213,GK kerasa:),1
2022-11-18T10:36:51Z,@Arrizalctar,Haha tahun terindah 2020:),5
2022-11-16T16:23:29Z,@orangpinggiran7166,Rusak Sudah Cok HIDUP GW 🖕,1
2022-11-14T07:14:20Z,@aret5929,ga berasa udh 2 thn yg lalu aja,1
2022-11-12T13:56:42Z,@saidfebian7657,Libur 2 minggu,2
2022-11-10T12:47:19Z,@jojopardosi5076,Jadi kangen tahun 2020 :),0
2022-11-10T08:26:38Z,@abdillahmaheka29,kangen 2020 gaes 😥😭😭,0
2022-11-09T14:50:05Z,@Keiii_ch,&quot;Libur 2 minggu&quot;,1
2022-11-07T17:13:03Z,@reezaazizan6778,Kangen vibesnya 😌,0
2022-11-06T01:36:05Z,@xpay2754,2 tahun yang lalu😌,2
2022-11-04T11:27:19Z,@fabhyanjamsut3817,Saya dari masa depan,0
2022-11-02T13:36:16Z,@Zettt505,Apakabar sekarang,2
2022-10-31T11:55:36Z,@zyannchannn,Wisata masalalu,3
2022-10-30T01:57:22Z,@elianooch,"awal 2020 an<br><br><br>gempar meteor di pertengahan bulan Ramdhan nanti<br><br>filing gud🚬<br><br>anak anak belajar di rumah 2 Minggu<br>(setelah 2 minggu)<br>anak anak, sesuai edaran dari dinas daerah bahwa belajar di rumah (daring) di perpanjang 2 Minggu<br>🔄maen epep<br>🔄amogus<br>🔄buwung apa tuh man<br>🔄tari peti jenazah<br>🔄bernyani 😎💪🤙💪🤙<br>🔄odading mang oleh<br>🔄ganteng doang jemput cwe dpn gang<br><br>a fiw momen later<br><br>Desember 2021<br>anak anak mulai Januari awal telah di mulai KBM di sekolah dengan 2 sip pagi dan siang<br>beberapa Minggu kemudian<br>anak anak belajar di rumah lagi secara daring <br>tak selang lama dari itu sekolah kembali full day dan ada yg masih di batasi 2 sip pagi dan siang,<br><br>UAS 2-------------libur<br>sekarang sekolah full day bebas ga pake masker",4
2022-10-29T10:12:36Z,@Hanyamanusiabiasa,"Inilah awal mula perjalanan kita, sebelum &quot;diliburkan dua minggu&quot;",2
2022-10-29T05:01:35Z,@danyshin4482,Berawal dari 2 Minggu libur 🤣,2
2022-10-28T16:24:33Z,@ditzonly3841,Alhamdulillah tahun 2022 virus corona sudah hilang 😄,0
2022-10-26T16:20:12Z,@ajimumpung2544,"Berawal dari party coy, sampe 2 taun libur akwkwk",2
2022-10-26T00:37:34Z,@putuaditya815,Wah udh 2thn aja nih,0
2022-10-25T08:39:45Z,@dellykaendo9066,"Diawali dansa, 45u t3n4n!",0
2022-10-24T13:01:26Z,@Brian4121A,gak trs udh 2thn aja,0
2022-10-23T22:27:48Z,@agussetyawan9095,Dari sini Awal mula daring 😞,0
2022-10-23T10:57:57Z,@whoshironeko_,Kangen vibes 2020,0
2022-10-23T10:53:55Z,@aldobaretto7712,Jdi kangen 2020,0
2022-10-22T08:44:42Z,@renzz5470,Kangenn,0
2022-10-21T09:40:38Z,@ustamirazib1164,Hallo saya dari masa depan,0
2022-10-21T08:57:57Z,@lasttime4286,Ga kerasa udh 2 thun yang lalu😞😌,1
2023-04-11T17:58:03Z,@lasttime4286,Udah ramadhan 21,1
2023-04-18T08:29:41Z,@lasttime4286,Ramadhan  3h lagii,1
2022-10-21T08:15:33Z,@anggakrisnamukti3662,HAI GW DARI MASA DEPAN,0
2022-10-19T12:04:58Z,@pechsarzz4561,omicron haha,0
2022-10-17T04:11:28Z,@axcelriandy6793,2022 mulai menipis covid,0
2022-10-15T17:11:29Z,@bagasprasetyoprasetyo8615,2 tahun Lalau,0
